loc,site,treat,rep,day ,lat,long,utm_north,utm_east,moisture,soil_ph,soil_om,ent,pod,sym,neel,orb_a,orb_j,meso_a,meso_j,prostig,astig,ot_mites,c_lav,dip_lar,hymen,pot,prot,symph,arach,chil,coleop,gast,wood,hemip,cater,dip,thy,earth
du,1,d,1,0,53.595,-6.405555,5941592.26,671695.79,26.23,6.07,7.95,54,16,0,0,5,1,19,69,48,300,29,0,1,0,0,0,0,0,0,1,0,0,8,0,2,0,0
du,1,d,2,0,53.595,-6.405555,5941593.76,671693.79,13.01,6.08,9.55,71,13,35,0,1,5,3,24,59,1360,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
du,1,d,3,0,53.595,-6.405555,5941595.26,671693.79,33.51,6.12,10.89,2,9,2,0,0,0,3,15,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
du,1,d,4,0,53.595,-6.405555,5941596.76,671695.79,NA,6.26,9.49,18,8,0,0,0,0,0,17,12,450,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
du,2,d,1,0,53.56806,-6.416666,5938569.26,671069.43,19.09,5.83,10.28,14,41,5,0,0,1,1,6,22,25,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
du,2,d,2,0,53.56806,-6.416666,5938570.76,671067.43,14.32,5.87,10.98,23,4,29,0,1,1,4,11,13,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
du,2,d,3,0,53.56806,-6.416666,5938572.26,671067.43,17.87,5.97,9.33,15,8,6,0,5,0,1,6,7,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
du,2,d,4,0,53.56806,-6.416666,5938573.76,671069.43,NA,5.59,13.29,16,7,13,0,0,0,1,3,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
du,3,d,1,0,53.63639,-6.711666,5945500.92,651293.43,15.46,6.11,14.88,25,5,12,0,12,1,5,8,14,10,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
du,3,d,2,0,53.63639,-6.711666,5945502.42,651291.43,16.35,5.94,18.36,6,2,0,0,15,7,0,8,3,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
du,3,d,3,0,53.63639,-6.711666,5945503.92,651291.43,13.78,5.76,14.57,5,3,21,0,15,1,4,2,12,0,15,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
du,3,d,4,0,53.63639,-6.711666,5945505.42,651293.43,NA,5.89,12.99,16,4,72,0,7,2,3,7,0,8,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1
du,4,d,1,0,53.59639,-6.726388,5941020.61,650462.46,15.91,5.96,11.52,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
du,4,d,2,0,53.59639,-6.726388,5941022.11,650460.46,10.89,5.55,11.8,15,2,5,0,0,1,27,83,10,7,40,0,1,0,0,0,0,0,0,0,0,1,8,0,0,1,0
du,4,d,3,0,53.59639,-6.726388,5941023.61,650460.46,9.2,5.82,12.48,10,1,9,0,0,1,24,23,9,7,11,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1
du,4,d,4,0,53.59639,-6.726388,5941025.11,650462.46,NA,5.5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
du,5,d,1,0,53.4675,-6.936666,5926260.06,636964.16,71.43,6.31,24.8,16,5,1,0,0,0,1,2,6,8,6,1,1,0,7,0,0,0,0,0,0,0,6,0,0,1,2
du,5,d,2,0,53.4675,-6.936666,5926261.56,636962.16,77.16,6.37,23.32,32,0,0,0,0,0,3,10,2,5,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1
du,5,d,3,0,53.4675,-6.936666,5926263.06,636962.16,83.25,6.66,14.94,7,1,1,0,0,0,2,2,8,0,5,0,0,1,6,0,0,0,0,0,0,0,1,0,0,0,1
du,5,d,4,0,53.4675,-6.936666,5926264.56,636964.16,NA,6.65,27.47,10,5,6,0,1,0,1,10,9,7,3,1,0,2,4,0,0,0,0,1,0,0,1,0,0,0,0
li,1,d,1,0,52.8021,-8.461277,5850392.16,536320.85,10.53,5.96,14.2,27,46,11,0,2,5,7,24,39,4,4,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2
li,1,d,2,0,52.8021,-8.461277,5850393.66,536318.85,58.62,5.56,9.33,26,9,1,0,0,3,4,37,3,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
li,1,d,3,0,52.8021,-8.461277,5850395.16,536318.85,5,5.78,16.1,17,45,22,0,1,1,1,12,42,74,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
li,1,d,4,0,52.8021,-8.461277,5850396.66,536320.85,NA,5.29,13.1,21,30,37,0,0,0,11,33,12,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
li,2,d,1,0,52.57833,-8.188055,5825674.51,555020.83,NA,5.16,7.98,21,15,72,0,5,5,6,6,10,0,17,3,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0
li,2,d,2,0,52.57833,-8.188055,5825676.01,555018.83,NA,5.05,8.3,62,14,11,0,7,6,40,32,6,2,21,0,0,2,8,0,0,0,0,0,0,0,6,0,0,0,1
li,2,d,3,0,52.57833,-8.188055,5825677.51,555018.83,NA,5.14,8.66,11,10,6,0,3,12,9,28,7,0,29,0,0,2,11,0,0,0,0,1,0,0,2,0,0,0,1
li,2,d,4,0,52.57833,-8.188055,5825679.01,555020.83,NA,5.48,10.74,7,6,14,0,1,1,2,13,14,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
li,3,d,1,0,52.7503,-8.354259,5844689.56,543587.27,39.72,5.7,16,21,16,46,0,2,11,10,20,85,4,97,1,0,1,2,0,0,1,0,1,0,0,0,0,0,3,0
li,3,d,2,0,52.7503,-8.354259,5844691.06,543585.27,15.11,5.52,14.8,15,31,44,0,3,1,10,2,51,58,9,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
li,3,d,3,0,52.7503,-8.354259,5844692.56,543585.27,68.3,5.52,13.47,8,2,11,0,0,1,2,4,2,0,2,0,0,0,3,0,0,0,0,0,0,0,5,0,0,1,0
li,3,d,4,0,52.7503,-8.354259,5844694.06,543587.27,NA,5.57,16,52,8,23,0,0,0,13,18,38,14,134,4,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2
li,4,d,1,0,52.71528,-7.918055,5841147.6,573087.33,22.38,5.28,20.12,19,11,115,0,37,28,22,25,78,1,42,15,0,0,2,0,0,0,0,2,0,0,3,0,0,2,0
li,4,d,2,0,52.71528,-7.918055,5841149.1,573085.33,22.4,5.54,16.07,10,13,28,0,18,5,6,12,10,0,14,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
li,4,d,3,0,52.71528,-7.918055,5841150.6,573085.33,15.33,5.38,18.36,13,0,16,0,40,9,8,17,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
li,4,d,4,0,52.71528,-7.918055,5841152.1,573087.33,NA,5.65,18.45,10,24,12,0,33,7,4,5,18,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
li,5,d,1,0,52.83305,-8.235725,5853972.64,551490,17.78,5.68,12.92,10,28,44,0,0,0,3,4,51,2,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
li,5,d,2,0,52.83305,-8.235725,5853974.14,551488,46.28,5.62,8.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
li,5,d,3,0,52.83305,-8.235725,5853975.64,551488,43.59,5.69,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
li,5,d,4,0,52.83305,-8.235725,5853977.14,551490,NA,5.43,12.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bo,1,c,1,32,54.39917,-6.609722,6030567.28,655164.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bo,1,c,2,32,54.39917,-6.609722,6030568.78,655166.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bo,1,c,3,32,54.39917,-6.609722,6030570.28,655166.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bo,1,c,4,32,54.39917,-6.609722,6030571.78,655164.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bo,2,c,1,32,54.23111,-6.794444,6011481.1,643760,NA,5.8,16.37,33,11,3,0,1,6,4,29,2,11,8,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,2
bo,2,c,2,32,54.23111,-6.794444,6011482.6,643762,NA,5.86,14.17,14,26,1,0,0,8,4,4,0,1,16,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
bo,2,c,3,32,54.23111,-6.794444,6011484.1,643762,NA,5.98,14.79,22,5,5,0,0,15,5,27,0,4,8,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,1
bo,2,c,4,32,54.23111,-6.794444,6011485.6,643760,NA,5.91,20.52,59,13,24,0,0,4,3,32,1,22,12,0,0,7,1,0,0,0,0,0,0,0,0,0,0,6,1
bo,3,c,1,32,54.26472,-6.491666,6015878.55,663358.67,45,5.63,14.6,17,12,16,0,2,0,7,9,6,3,3,0,0,0,3,0,0,0,0,0,0,0,28,0,0,0,0
bo,3,c,2,32,54.26472,-6.491666,6015880.05,663360.67,64.69,5.69,9.16,40,13,20,0,0,0,3,25,1,0,9,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1
bo,3,c,3,32,54.26472,-6.491666,6015881.55,663360.67,55.56,5.55,14.6,37,12,6,0,0,1,5,30,13,8,5,0,0,0,10,0,0,0,0,0,0,0,1,0,0,2,0
bo,3,c,4,32,54.26472,-6.491666,6015883.05,663358.67,NA,5.75,12.57,44,0,0,0,0,0,0,5,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
bo,4,c,1,32,54.19444,-6.488611,6008068.31,663835.78,NA,5.89,29.08,45,2,2,0,0,35,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0
bo,4,c,2,32,54.19444,-6.488611,6008069.81,663837.78,NA,5.95,29.74,49,0,42,0,1,24,1,0,0,3,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,2,1
bo,4,c,3,32,54.19444,-6.488611,6008071.31,663837.78,NA,5.81,28.17,36,1,0,0,4,34,0,0,0,2,28,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1
bo,4,c,4,32,54.19444,-6.488611,6008072.81,663835.78,NA,6.04,26.29,39,2,0,0,0,16,2,0,0,0,7,0,3,2,9,0,0,0,0,0,0,0,0,0,0,0,0
bo,5,c,1,32,54.15833,-7.004722,6002977.03,630284.5,78.48,5.31,15.51,10,2,5,0,0,1,1,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
bo,5,c,2,32,54.15833,-7.004722,6002978.53,630286.5,82.31,5.39,17.66,33,2,10,0,0,16,3,4,0,0,4,0,0,0,2,0,0,0,0,0,0,0,6,0,0,1,2
bo,5,c,3,32,54.15833,-7.004722,6002980.03,630286.5,70.92,5.5,16.31,45,20,19,0,1,15,3,0,2,6,85,0,1,1,3,0,0,0,0,0,0,0,59,0,0,1,0
bo,5,c,4,32,54.15833,-7.004722,6002981.53,630284.5,NA,5.56,12.48,83,6,36,0,4,14,0,24,0,1,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
co,1,c,1,32,51.76111,-8.460833,5734606.25,537210.68,36.39,6.09,7.87,3,1,23,0,0,0,3,22,9,10,7,1,0,0,0,0,0,0,0,0,0,0,29,0,0,2,1
co,1,c,2,32,51.76111,-8.460833,5734607.75,537212.68,42.94,6,8.09,52,13,25,0,0,0,7,32,6,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co,1,c,3,32,51.76111,-8.460833,5734609.25,537212.68,44.25,5.93,6.39,4,2,8,0,0,0,8,17,16,44,3,5,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0
co,1,c,4,32,51.76111,-8.460833,5734610.75,537210.68,NA,5.92,8.07,39,2,6,0,0,0,1,14,17,133,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0
co,2,c,1,32,51.73639,-8.624722,5731786.05,525914.05,NA,5.49,14.34,17,21,4,0,1,3,7,13,6,14,8,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
co,2,c,2,32,51.73639,-8.624722,5731787.55,525916.05,26.03,5.58,12.8,8,8,39,0,0,0,11,35,11,73,4,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1
co,2,c,3,32,51.73639,-8.624722,5731789.05,525916.05,27.76,5.7,14.17,117,19,38,0,4,0,7,39,12,42,6,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
co,2,c,4,32,51.73639,-8.624722,5731790.55,525914.05,NA,5.67,13.37,33,33,21,0,0,0,10,53,3,9,1,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
co,3,c,1,32,51.91818,-8.955555,5751938.96,503056.73,NA,4.92,11.68,20,7,1,0,51,6,22,2,5,13,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
co,3,c,2,32,51.91818,-8.955555,5751940.46,503058.73,NA,5.36,9.98,52,26,3,0,50,23,27,9,13,6,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
co,3,c,3,32,51.91818,-8.955555,5751941.96,503058.73,NA,5.05,8.71,42,9,0,0,79,2,12,9,6,11,12,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
co,3,c,4,32,51.91818,-8.955555,5751943.46,503056.73,NA,5.29,9.15,67,12,0,0,40,27,7,2,8,10,12,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0
co,4,c,1,32,52.03065,-9.079933,5764450.22,494516.3,44.37,5.61,11.2,1,4,19,0,0,0,0,3,2,2,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,1
co,4,c,2,32,52.03065,-9.079933,5764451.72,494518.3,48.54,5.6,13.37,6,15,24,1,0,0,5,11,3,1,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
co,4,c,3,32,52.03065,-9.079933,5764453.22,494518.3,48.61,5.65,12.8,2,13,11,0,0,0,3,7,1,0,5,0,0,0,3,0,0,0,0,0,0,0,6,0,0,1,0
co,4,c,4,32,52.03065,-9.079933,5764454.72,494516.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,5,c,1,32,52.12233,-9.050161,5774645.43,496565.81,51.4,5.51,11,61,3,9,0,1,0,2,7,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
co,5,c,2,32,52.12233,-9.050161,5774646.93,496567.81,49.36,5.47,9.96,78,4,2,0,0,0,1,8,6,7,5,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1
co,5,c,3,32,52.12233,-9.050161,5774648.43,496567.81,35.54,5.73,13.27,10,5,4,0,0,2,0,2,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
co,5,c,4,32,52.12233,-9.050161,5774649.93,496565.81,NA,5.59,10.08,1,0,4,0,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
du,1,c,1,32,53.595,-6.405555,5941592.26,671693.79,51.64,5.95,12.28,52,21,60,0,0,1,2,34,2,5,8,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
du,1,c,2,32,53.595,-6.405555,5941593.76,671695.79,42.66,5.74,11.51,66,10,36,0,0,1,6,31,3,4,9,0,0,0,8,0,0,0,1,0,0,0,1,0,0,1,0
du,1,c,3,32,53.595,-6.405555,5941595.26,671695.79,44.28,6.63,13.17,119,9,0,0,3,10,5,31,13,2,6,0,0,0,2,0,0,0,0,0,0,0,14,0,0,0,0
du,1,c,4,32,53.595,-6.405555,5941596.76,671693.79,NA,5.84,14,178,18,48,0,9,6,9,34,6,2,6,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0
du,2,c,1,32,53.56806,-6.416666,5938569.26,671067.43,38.99,5.99,7.4,20,3,20,0,0,1,3,1,10,1,1,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0
du,2,c,2,32,53.56806,-6.416666,5938570.76,671069.43,40.98,5.84,10.67,13,6,18,0,1,0,3,10,10,0,1,0,0,1,4,0,0,0,0,0,0,0,8,0,0,0,1
du,2,c,3,32,53.56806,-6.416666,5938572.26,671069.43,30.3,5.95,8.76,4,9,40,0,2,2,7,10,15,2,13,2,0,4,5,0,0,0,0,0,0,0,2,0,0,0,0
du,2,c,4,32,53.56806,-6.416666,5938573.76,671067.43,NA,8.09,7.37,14,7,17,0,5,0,26,12,18,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,0
du,3,c,1,32,53.63639,-6.711666,5945500.92,651291.43,61.13,5.39,10.98,15,7,16,0,0,8,3,12,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1
du,3,c,2,32,53.63639,-6.711666,5945502.42,651293.43,57.88,5.56,12.1,7,0,15,0,3,3,3,22,3,3,4,0,0,1,5,0,0,0,0,1,0,0,2,0,0,0,0
du,3,c,3,32,53.63639,-6.711666,5945503.92,651293.43,45.59,5.65,13.67,8,3,10,0,4,1,7,36,4,11,4,1,0,3,6,0,0,0,0,0,0,0,3,0,0,0,1
du,3,c,4,32,53.63639,-6.711666,5945505.42,651291.43,NA,5.76,15.55,23,3,19,0,5,4,7,13,0,8,1,0,0,0,5,0,0,0,0,2,0,0,2,0,0,0,1
du,4,c,1,32,53.59639,-6.726388,5941020.61,650460.46,52.32,6.09,10.78,51,5,4,0,0,8,6,35,5,3,6,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0
du,4,c,2,32,53.59639,-6.726388,5941022.11,650462.46,57.71,6.02,10.4,45,6,32,0,1,13,9,22,8,1,7,2,0,0,4,0,0,0,1,0,0,0,18,0,0,0,1
du,4,c,3,32,53.59639,-6.726388,5941023.61,650462.46,46.22,6.09,10.34,42,11,15,0,0,6,3,11,5,13,8,4,0,0,6,0,0,0,0,0,0,0,42,0,1,0,2
du,4,c,4,32,53.59639,-6.726388,5941025.11,650460.46,NA,6.05,10.56,37,3,3,0,0,4,0,15,1,7,11,0,0,2,3,0,0,1,0,1,0,0,3,0,0,0,0
du,5,c,1,32,53.4675,-6.936666,5926260.06,636962.16,83.82,6.14,36.58,9,4,1,0,0,0,0,8,3,4,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1
du,5,c,2,32,53.4675,-6.936666,5926261.56,636964.16,84.64,5.98,41.03,35,8,4,0,0,2,1,0,1,1,11,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,2
du,5,c,3,32,53.4675,-6.936666,5926263.06,636964.16,76.99,6.17,31.61,18,13,1,0,0,0,9,17,1,13,4,0,1,0,9,0,0,0,0,0,0,0,14,0,1,0,2
du,5,c,4,32,53.4675,-6.936666,5926264.56,636962.16,NA,6.56,26.69,37,23,22,0,2,5,18,12,0,4,18,0,0,43,3,0,0,0,0,1,2,0,43,0,0,0,1
li,1,c,1,32,52.8021,-8.461277,5850392.16,536318.85,51.81,5.82,12.57,36,10,20,0,0,14,13,22,2,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
li,1,c,2,32,52.8021,-8.461277,5850393.66,536320.85,52.84,5.74,12.48,33,35,52,0,2,15,1,31,2,3,10,0,2,2,0,0,0,0,0,0,0,0,14,0,0,0,0
li,1,c,3,32,52.8021,-8.461277,5850395.16,536320.85,56.66,5.92,11.16,41,3,37,0,0,5,7,22,12,2,2,1,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0
li,1,c,4,32,52.8021,-8.461277,5850396.66,536318.85,NA,5.85,10.8,24,88,16,0,0,5,7,14,3,1,30,0,18,1,3,0,0,0,0,0,0,0,1,0,1,0,1
li,2,c,1,32,52.57833,-8.188055,5825674.51,555018.83,15.1,5.53,10.36,36,3,5,0,0,0,0,1,0,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
li,2,c,2,32,52.57833,-8.188055,5825676.01,555020.83,14.65,5.35,9.94,112,5,0,0,3,6,3,11,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
li,2,c,3,32,52.57833,-8.188055,5825677.51,555020.83,NA,5.54,12.15,56,4,3,0,1,3,5,13,1,0,11,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
li,2,c,4,32,52.57833,-8.188055,5825679.01,555018.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
li,3,c,1,32,52.7503,-8.354259,5844689.56,543585.27,61.98,5.58,12.9,28,3,13,0,0,0,0,2,6,3,2,0,2,0,1,0,0,0,0,0,0,0,59,0,0,2,0
li,3,c,2,32,52.7503,-8.354259,5844691.06,543587.27,64.26,5.58,13.64,20,12,19,0,4,5,3,16,12,1,51,0,2,0,2,0,0,0,0,0,0,0,31,2,0,2,0
li,3,c,3,32,52.7503,-8.354259,5844692.56,543587.27,67.83,5.61,16.2,10,14,18,0,0,5,6,9,4,2,23,0,1,0,2,0,0,0,0,0,0,0,5,0,0,6,0
li,3,c,4,32,52.7503,-8.354259,5844694.06,543585.27,NA,5.73,9.82,8,8,6,0,0,0,4,14,8,0,48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0
li,4,c,1,32,52.71528,-7.918055,5841147.6,573085.33,43.88,5.51,34.19,26,30,8,0,22,2,6,21,8,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,2
li,4,c,2,32,52.71528,-7.918055,5841149.1,573087.33,46.25,5.52,30.28,18,11,5,0,9,0,5,19,8,5,6,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0
li,4,c,3,32,52.71528,-7.918055,5841150.6,573087.33,50.6,5.43,23.26,5,10,11,0,1,0,2,3,3,1,10,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
li,4,c,4,32,52.71528,-7.918055,5841152.1,573085.33,NA,5.31,28.8,73,18,7,0,39,15,3,1,10,7,15,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
li,5,c,1,32,52.83305,-8.235725,5853972.64,551488,44.2,5.51,9.9,24,3,22,0,0,0,9,58,10,0,5,0,0,2,2,0,0,0,0,1,0,0,6,0,0,1,0
li,5,c,2,32,52.83305,-8.235725,5853974.14,551490,36.43,5.48,12.92,10,21,24,0,0,0,10,36,8,5,2,1,34,0,12,0,0,0,0,1,0,0,31,0,0,1,0
li,5,c,3,32,52.83305,-8.235725,5853975.64,551490,34.76,5.69,8.58,40,4,38,0,0,0,2,16,6,1,3,0,1,0,2,0,0,1,0,0,0,0,9,0,0,1,0
li,5,c,4,32,52.83305,-8.235725,5853977.14,551488,NA,5.59,10.71,37,16,41,0,0,0,8,14,4,1,5,0,0,2,2,0,0,0,0,0,0,0,4,0,1,1,0
