loc,site,treat,rep,day ,lat,long,utm_north,utm_east,moisture,soil_ph,soil_om,ent,pod,sym,neel,orb_a,orb_j,meso_a,meso_j,prostig,astig,ot_mites,c_lav,dip_lar,hymen,pot,prot,symph,arach,chil,coleop,gast,wood,hemip,cater,dip,thy,earth
bo,1,d,1,32,54.39917,-6.609722,6030567.28,655166.39,52.82,5.98,9.5,5,3,14,0,2,2,0,13,4,2,11,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,4
bo,1,d,2,32,54.39917,-6.609722,6030568.78,655164.39,41.44,5.91,10.36,5,1,11,0,2,0,1,1,16,11,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
bo,1,d,3,32,54.39917,-6.609722,6030570.28,655164.39,27.63,5.65,10.4,6,8,9,0,3,0,2,11,18,15,15,0,9,0,5,0,0,0,0,0,0,0,0,0,0,1,1
bo,1,d,4,32,54.39917,-6.609722,6030571.78,655166.39,NA,5.81,7.57,84,11,18,0,0,0,0,3,5,5,19,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,0
bo,2,d,1,32,54.23111,-6.794444,6011481.1,643762,NA,5.54,18.58,0,5,1,0,1,1,4,22,0,0,4,2,0,0,4,0,0,0,0,1,0,0,3,0,0,0,1
bo,2,d,2,32,54.23111,-6.794444,6011482.6,643760,NA,5.66,10.96,28,35,56,0,0,0,3,33,1,4,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
bo,2,d,3,32,54.23111,-6.794444,6011484.1,643760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bo,2,d,4,32,54.23111,-6.794444,6011485.6,643762,NA,5.81,22.88,42,10,11,0,0,8,4,4,1,5,23,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
bo,3,d,1,32,54.26472,-6.491666,6015878.55,663360.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bo,3,d,2,32,54.26472,-6.491666,6015880.05,663358.67,32.9,5.36,12.99,56,86,5,0,0,0,4,12,1,30,9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1
bo,3,d,3,32,54.26472,-6.491666,6015881.55,663358.67,53.12,5.35,12.55,80,108,61,0,3,1,12,36,15,54,5,1,0,2,6,0,0,2,0,0,0,0,7,0,0,0,1
bo,3,d,4,32,54.26472,-6.491666,6015883.05,663360.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bo,4,d,1,32,54.19444,-6.488611,6008068.31,663837.78,NA,6.04,9.16,61,2,2,0,1,25,1,4,2,1,27,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
bo,4,d,2,32,54.19444,-6.488611,6008069.81,663835.78,NA,5.88,28.29,39,5,57,0,11,16,8,12,1,4,33,1,8,0,4,0,0,0,0,0,0,0,4,0,0,1,2
bo,4,d,3,32,54.19444,-6.488611,6008071.31,663835.78,NA,5.86,25.34,18,4,31,0,2,38,1,1,0,0,7,0,0,0,4,0,0,0,0,0,0,0,7,0,0,4,1
bo,4,d,4,32,54.19444,-6.488611,6008072.81,663837.78,NA,5.81,27.83,34,0,1,0,2,22,2,1,2,1,9,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
bo,5,d,1,32,54.15833,-7.004722,6002977.03,630286.5,56.35,5.31,15.11,39,17,21,0,13,5,2,20,0,6,24,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0
bo,5,d,2,32,54.15833,-7.004722,6002978.53,630284.5,31.6,5.41,12.97,45,19,6,0,0,5,1,10,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
bo,5,d,3,32,54.15833,-7.004722,6002980.03,630284.5,50.88,5.38,14.99,26,5,21,0,2,6,4,20,4,8,15,0,0,0,0,0,0,0,0,2,0,0,55,0,0,2,1
bo,5,d,4,32,54.15833,-7.004722,6002981.53,630286.5,NA,5.61,17.2,28,30,24,0,6,0,0,9,2,17,14,0,0,0,0,0,0,0,0,1,0,0,14,0,0,1,1
co,1,d,1,32,51.76111,-8.460833,5734606.25,537212.68,41.98,5.51,6.13,27,4,30,0,1,1,12,28,7,52,23,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
co,1,d,2,32,51.76111,-8.460833,5734607.75,537210.68,33.15,5.45,8,10,3,9,0,0,0,1,38,10,146,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
co,1,d,3,32,51.76111,-8.460833,5734609.25,537210.68,37.63,5.72,5.77,86,5,25,0,0,0,25,20,2,17,4,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
co,1,d,4,32,51.76111,-8.460833,5734610.75,537212.68,NA,5.71,7.88,57,10,30,0,1,0,44,29,19,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
co,2,d,1,32,51.73639,-8.624722,5731786.05,525916.05,23.49,5.77,9.18,13,19,14,0,0,0,4,7,11,76,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
co,2,d,2,32,51.73639,-8.624722,5731787.55,525914.05,31.4,5.55,11.98,9,15,11,0,1,3,3,15,4,96,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
co,2,d,3,32,51.73639,-8.624722,5731789.05,525914.05,32.58,5.74,8.48,48,33,31,0,0,0,6,37,3,267,11,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
co,2,d,4,32,51.73639,-8.624722,5731790.55,525916.05,NA,5.61,13.1,27,19,19,0,0,0,7,45,5,33,6,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1
co,3,d,1,32,51.91818,-8.955555,5751938.96,503058.73,NA,5.29,11.73,14,12,5,0,16,2,11,17,1,8,8,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
co,3,d,2,32,51.91818,-8.955555,5751940.46,503056.73,NA,5.16,9.34,7,8,0,0,8,0,8,7,1,10,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
co,3,d,3,32,51.91818,-8.955555,5751941.96,503056.73,28.11,5.04,9.07,26,9,0,0,10,2,9,8,4,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
co,3,d,4,32,51.91818,-8.955555,5751943.46,503058.73,NA,5.19,8.6,85,11,3,2,75,18,15,32,4,13,14,4,0,0,4,0,0,0,2,0,0,0,0,0,0,2,1
co,4,d,1,32,52.03065,-9.079933,5764450.22,494518.3,52.53,5.45,14.99,7,34,7,0,0,0,1,7,4,8,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
co,4,d,2,32,52.03065,-9.079933,5764451.72,494516.3,50.38,5.55,14.4,5,3,10,0,0,0,0,2,1,2,54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
co,4,d,3,32,52.03065,-9.079933,5764453.22,494516.3,45.63,5.84,12.15,12,23,14,0,0,1,1,5,3,18,18,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
co,4,d,4,32,52.03065,-9.079933,5764454.72,494518.3,NA,5.55,15.87,24,28,27,0,0,0,5,7,5,2,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
co,5,d,1,32,52.12233,-9.050161,5774645.43,496567.81,40.21,5.5,12.65,10,4,16,0,3,2,3,8,4,12,33,1,5,1,0,0,0,0,0,3,0,0,0,0,0,0,1
co,5,d,2,32,52.12233,-9.050161,5774646.93,496565.81,37.07,5.56,10.47,73,6,6,0,0,1,4,12,2,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co,5,d,3,32,52.12233,-9.050161,5774648.43,496565.81,56.53,5.77,10.52,2,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co,5,d,4,32,52.12233,-9.050161,5774649.93,496567.81,NA,5.96,11.8,19,3,2,0,0,0,2,3,0,2,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
du,1,d,1,32,53.595,-6.405555,5941592.26,671695.79,38.45,5.62,14.62,344,43,87,0,7,2,9,71,,9,109,0,0,0,4,0,14,0,0,1,0,0,0,0,0,0,0
du,1,d,2,32,53.595,-6.405555,5941593.76,671693.79,31.55,5.72,13.47,142,207,83,0,2,2,15,27,4,21,8,7,0,0,5,0,0,0,0,1,0,0,14,0,0,0,1
du,1,d,3,32,53.595,-6.405555,5941595.26,671693.79,40.53,5.69,12.4,15,6,1,0,0,0,5,32,2,12,9,0,0,0,3,0,0,0,0,0,0,0,4,0,0,1,0
du,1,d,4,32,53.595,-6.405555,5941596.76,671695.79,NA,5.68,14.37,35,46,45,0,2,1,3,8,5,18,3,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0
du,2,d,1,32,53.56806,-6.416666,5938569.26,671069.43,35.79,8.6,9.82,34,7,16,0,2,0,14,10,17,23,15,1,2,0,1,0,0,0,1,0,0,0,2,0,0,0,1
du,2,d,2,32,53.56806,-6.416666,5938570.76,671067.43,21.77,5.9,10.3,22,5,17,0,2,0,3,6,10,4,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
du,2,d,3,32,53.56806,-6.416666,5938572.26,671067.43,23.62,6.28,10.34,30,6,31,0,7,0,7,7,4,110,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
du,2,d,4,32,53.56806,-6.416666,5938573.76,671069.43,NA,6.49,9.78,20,15,57,0,5,3,10,15,17,356,21,1,0,0,0,0,0,0,0,1,0,0,37,0,0,0,1
du,3,d,1,32,53.63639,-6.711666,5945500.92,651293.43,26.93,5.42,16.77,34,12,16,0,19,0,2,20,4,7,14,0,3,1,4,0,0,0,0,0,0,0,9,0,0,0,1
du,3,d,2,32,53.63639,-6.711666,5945502.42,651291.43,25.93,5.68,13.66,2,1,1,0,1,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
du,3,d,3,32,53.63639,-6.711666,5945503.92,651291.43,34.35,5.67,17.53,19,17,50,0,22,4,9,64,3,86,10,1,0,2,4,0,0,0,0,2,0,0,8,0,1,2,0
du,3,d,4,32,53.63639,-6.711666,5945505.42,651293.43,NA,5.71,18,70,8,26,0,2,0,3,13,0,13,1,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,3
du,4,d,1,32,53.59639,-6.726388,5941020.61,650462.46,41.84,5.85,10.28,59,15,46,0,3,21,13,69,38,8,27,6,1,1,1,0,0,1,0,3,0,0,2,0,0,2,0
du,4,d,2,32,53.59639,-6.726388,5941022.11,650460.46,41.33,5.71,11.6,58,9,29,0,1,4,3,19,11,9,23,2,0,0,11,2,0,1,0,0,0,0,0,0,0,0,0
du,4,d,3,32,53.59639,-6.726388,5941023.61,650460.46,24.03,5.74,9.72,25,5,10,0,0,0,5,12,4,9,10,3,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0
du,4,d,4,32,53.59639,-6.726388,5941025.11,650462.46,NA,5.66,10.91,5,2,5,0,0,6,1,0,1,18,3,1,0,2,9,0,0,0,1,1,0,0,0,0,0,2,0
du,5,d,1,32,53.4675,-6.936666,5926260.06,636964.16,80.2,6.32,30.88,50,7,2,0,2,1,4,7,6,8,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1
du,5,d,2,32,53.4675,-6.936666,5926261.56,636962.16,86.87,6.26,22.73,95,20,1,0,0,3,7,4,17,9,7,0,4,1,30,0,0,0,0,0,1,0,8,0,0,0,1
du,5,d,3,32,53.4675,-6.936666,5926263.06,636962.16,90.68,5.96,29.7,5,16,3,0,0,0,6,0,2,10,2,0,0,0,4,0,0,0,0,1,0,0,15,0,0,1,0
du,5,d,4,32,53.4675,-6.936666,5926264.56,636964.16,NA,6.77,21.3,43,23,0,0,0,1,2,16,2,2,7,0,0,2,3,0,0,0,0,1,0,0,11,0,0,6,2
li,1,d,1,32,52.8021,-8.461277,5850392.16,536320.85,46.43,5.65,11.44,12,37,13,0,0,6,4,28,12,1,4,0,0,1,3,0,0,0,0,1,0,0,0,0,0,1,1
li,1,d,2,32,52.8021,-8.461277,5850393.66,536318.85,57.19,5.67,10.34,19,44,3,0,1,0,2,20,0,3,1,0,0,0,2,0,0,0,0,1,0,0,2,0,0,1,0
li,1,d,3,32,52.8021,-8.461277,5850395.16,536318.85,42.18,5.53,11.18,40,21,9,0,2,1,4,7,3,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3
li,1,d,4,32,52.8021,-8.461277,5850396.66,536320.85,NA,5.61,10.45,120,590,9,0,0,2,4,25,6,4,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
li,2,d,1,32,52.57833,-8.188055,5825674.51,555020.83,16.9,5.54,9.15,17,4,1,0,2,1,3,6,1,0,11,1,1,0,5,0,0,0,0,0,0,0,5,0,0,1,1
li,2,d,2,32,52.57833,-8.188055,5825676.01,555018.83,14.98,5.25,9.78,54,10,4,0,0,3,2,6,1,6,16,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1
li,2,d,3,32,52.57833,-8.188055,5825677.51,555018.83,14.26,5.36,9.96,27,31,5,0,2,1,4,7,2,0,7,0,0,0,8,0,0,0,0,1,1,0,0,0,0,0,6
li,2,d,4,32,52.57833,-8.188055,5825679.01,555020.83,NA,5.67,11.44,10,15,3,0,4,3,5,16,2,8,4,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
li,3,d,1,32,52.7503,-8.354259,5844689.56,543587.27,61.64,5.39,15.83,19,37,6,0,1,2,3,13,2,4,17,2,59,0,1,0,0,0,0,0,0,0,12,0,0,0,0
li,3,d,2,32,52.7503,-8.354259,5844691.06,543585.27,41.43,5.45,16.27,23,19,6,0,0,1,0,8,17,2,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0
li,3,d,3,32,52.7503,-8.354259,5844692.56,543585.27,67.23,5.6,12.95,26,9,18,0,1,5,5,21,4,0,7,0,4,0,4,0,0,0,0,0,0,0,16,0,0,1,1
li,3,d,4,32,52.7503,-8.354259,5844694.06,543587.27,NA,5.67,12.03,24,10,7,0,0,0,3,25,11,1,56,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
li,4,d,1,32,52.71528,-7.918055,5841147.6,573087.33,35.33,5.44,20.36,38,25,25,0,61,14,4,26,8,1,6,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
li,4,d,2,32,52.71528,-7.918055,5841149.1,573085.33,34,5.44,21.56,27,24,18,0,31,3,10,20,12,6,11,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1
li,4,d,3,32,52.71528,-7.918055,5841150.6,573085.33,64.88,5.31,21.43,17,17,5,0,40,4,2,19,6,4,11,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
li,4,d,4,32,52.71528,-7.918055,5841152.1,573087.33,NA,5.44,17.17,13,26,10,0,9,2,0,6,11,5,13,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0
li,5,d,1,32,52.83305,-8.235725,5853972.64,551490,37.07,5.31,12.72,21,25,31,0,2,0,5,5,6,4,7,2,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0
li,5,d,2,32,52.83305,-8.235725,5853974.14,551488,45.03,5.66,10.18,27,4,14,0,0,0,5,9,25,0,8,0,0,2,1,0,0,0,0,0,0,0,2,0,0,2,1
li,5,d,3,32,52.83305,-8.235725,5853975.64,551488,38.71,5.69,11.09,11,18,68,0,0,0,7,30,9,1,7,2,3,0,1,0,0,0,0,0,0,0,3,1,0,1,0
li,5,d,4,32,52.83305,-8.235725,5853977.14,551490,NA,5.79,10.71,28,21,30,0,0,0,9,37,13,4,2,1,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0
bo,1,c,1,64,54.39917,-6.609722,6030567.28,655164.39,63.33,5.55,13.89,1,3,2,0,0,1,0,1,1,1,6,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
bo,1,c,2,64,54.39917,-6.609722,6030568.78,655166.39,60.79,5.52,15.2,0,5,0,0,0,1,0,2,2,0,7,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
bo,1,c,3,64,54.39917,-6.609722,6030570.28,655166.39,63.97,5.68,12.48,0,3,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
bo,1,c,4,64,54.39917,-6.609722,6030571.78,655164.39,NA,5.79,10.58,1,0,0,0,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1
bo,2,c,1,64,54.23111,-6.794444,6011481.1,643760,NA,5.75,16.33,1,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
bo,2,c,2,64,54.23111,-6.794444,6011482.6,643762,NA,5.74,20.51,1,0,1,0,1,5,0,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
bo,2,c,3,64,54.23111,-6.794444,6011484.1,643762,NA,5.79,76.29,0,2,0,0,0,6,0,2,0,3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
bo,2,c,4,64,54.23111,-6.794444,6011485.6,643760,NA,5.9,19.48,2,0,1,0,0,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bo,3,c,1,64,54.26472,-6.491666,6015878.55,663358.67,61.42,5.55,13.32,2,12,1,0,0,0,1,13,0,1,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,1
bo,3,c,2,64,54.26472,-6.491666,6015880.05,663360.67,71.29,5.75,13.72,8,5,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
bo,3,c,3,64,54.26472,-6.491666,6015881.55,663360.67,69.38,5.67,13.78,8,7,1,1,0,0,0,1,0,1,30,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,0
bo,3,c,4,64,54.26472,-6.491666,6015883.05,663358.67,NA,5.82,12.55,16,9,0,0,0,0,5,3,0,1,2,2,1,0,6,0,0,0,0,0,0,0,2,0,0,3,0
bo,4,c,1,64,54.19444,-6.488611,6008068.31,663835.78,NA,5.86,25.25,2,1,0,0,3,27,1,2,0,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1
bo,4,c,2,64,54.19444,-6.488611,6008069.81,663837.78,NA,5.88,29.05,1,3,1,0,1,13,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
bo,4,c,3,64,54.19444,-6.488611,6008071.31,663837.78,NA,5.95,29.37,1,3,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
bo,4,c,4,64,54.19444,-6.488611,6008072.81,663835.78,NA,5.88,24.85,3,0,0,0,0,8,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
bo,5,c,1,64,54.15833,-7.004722,6002977.03,630284.5,72.18,5.33,13.37,1,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bo,5,c,2,64,54.15833,-7.004722,6002978.53,630286.5,84.83,5.51,14.51,4,2,2,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
bo,5,c,3,64,54.15833,-7.004722,6002980.03,630286.5,77.08,5.7,13.4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
bo,5,c,4,64,54.15833,-7.004722,6002981.53,630284.5,NA,5.61,11.73,4,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co,1,c,1,64,51.76111,-8.460833,5734606.25,537210.68,45.96,5.8,8.32,2,0,1,0,0,0,2,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
co,1,c,2,64,51.76111,-8.460833,5734607.75,537212.68,54.7,5.74,7.06,2,2,0,0,0,0,3,1,0,8,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1
co,1,c,3,64,51.76111,-8.460833,5734609.25,537212.68,58.63,5.66,8.48,5,1,0,0,1,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co,1,c,4,64,51.76111,-8.460833,5734610.75,537210.68,NA,6.23,8.53,2,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co,2,c,1,64,51.73639,-8.624722,5731786.05,525914.05,NA,5.52,9.49,19,3,3,0,1,0,2,6,0,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
co,2,c,2,64,51.73639,-8.624722,5731787.55,525916.05,31.61,5.84,10.06,0,1,0,0,0,0,2,3,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
co,2,c,3,64,51.73639,-8.624722,5731789.05,525916.05,38.75,5.83,13.97,19,1,0,0,0,1,1,9,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
co,2,c,4,64,51.73639,-8.624722,5731790.55,525914.05,NA,5.84,12.57,4,0,1,0,0,0,2,9,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
co,3,c,1,64,51.91818,-8.955555,5751938.96,503056.73,NA,5,8.53,1,2,0,0,8,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co,3,c,2,64,51.91818,-8.955555,5751940.46,503058.73,NA,5.1,6.29,2,2,0,0,5,2,0,4,0,0,5,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
co,3,c,3,64,51.91818,-8.955555,5751941.96,503058.73,NA,5.43,7.5,1,1,1,0,11,3,9,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
co,3,c,4,64,51.91818,-8.955555,5751943.46,503056.73,NA,5.2,6.59,1,21,0,0,8,7,20,2,0,0,11,1,2,3,5,0,0,0,0,1,0,0,0,0,0,0,0
co,4,c,1,64,52.03065,-9.079933,5764450.22,494516.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,4,c,2,64,52.03065,-9.079933,5764451.72,494518.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,4,c,3,64,52.03065,-9.079933,5764453.22,494518.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,4,c,4,64,52.03065,-9.079933,5764454.72,494516.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,5,c,1,64,52.12233,-9.050161,5774645.43,496565.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,5,c,2,64,52.12233,-9.050161,5774646.93,496567.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
co,5,c,3,64,52.12233,-9.050161,5774648.43,496567.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
