"Region","Farm","treatment","CODE","timestep","day","site_ID","DRY.WEIGHT.NON.RM","control_mean","metric","plot_meanC_ratio","acc_rain"
"Dublin","1","Control","C1","8",8,"Dublin1",16.055,19.19,"DRY WEIGHT NON RM",0.836633663366337,177.287943840308
"Dublin","1","Control","C2","8",8,"Dublin1",27.635,19.19,"DRY WEIGHT NON RM",1.44007295466389,177.287943840308
"Dublin","1","Control","C3","8",8,"Dublin1",10.615,19.19,"DRY WEIGHT NON RM",0.553152683689421,177.287943840308
"Dublin","1","Control","C4","8",8,"Dublin1",22.455,19.19,"DRY WEIGHT NON RM",1.17014069828035,177.287943840308
"Dublin","2","Drought","D1","8",8,"Dublin2",14.705,16.1625,"DRY WEIGHT NON RM",0.909822119102861,0
"Dublin","2","Drought","D2","8",8,"Dublin2",22.705,16.1625,"DRY WEIGHT NON RM",1.40479505027069,0
"Dublin","2","Drought","D3","8",8,"Dublin2",14.695,16.1625,"DRY WEIGHT NON RM",0.909203402938902,0
"Dublin","2","Drought","D4","8",8,"Dublin2",15.185,16.1625,"DRY WEIGHT NON RM",0.939520494972931,0
"Dublin","2","Control","C1","8",8,"Dublin2",15.935,16.1625,"DRY WEIGHT NON RM",0.985924207269915,224.530735493088
"Dublin","2","Control","C2","8",8,"Dublin2",8.135,16.1625,"DRY WEIGHT NON RM",0.503325599381284,224.530735493088
"Dublin","2","Control","C3","8",8,"Dublin2",23.345,16.1625,"DRY WEIGHT NON RM",1.44439288476411,224.530735493088
"Dublin","2","Control","C4","8",8,"Dublin2",17.235,16.1625,"DRY WEIGHT NON RM",1.06635730858469,224.530735493088
"Dublin","3","Drought","D1","8",8,"Dublin3",16.685,38.0125,"DRY WEIGHT NON RM",0.438934560999671,0
"Dublin","3","Drought","D2","8",8,"Dublin3",20.765,38.0125,"DRY WEIGHT NON RM",0.546267675106873,0
"Dublin","3","Drought","D3","8",8,"Dublin3",17.145,38.0125,"DRY WEIGHT NON RM",0.451035843472542,0
"Dublin","3","Drought","D4","8",8,"Dublin3",16.635,38.0125,"DRY WEIGHT NON RM",0.437619204209142,0
"Dublin","3","Control","C1","8",8,"Dublin3",37.205,38.0125,"DRY WEIGHT NON RM",0.97875698783295,222.173375607019
"Dublin","3","Control","C2","8",8,"Dublin3",26.165,38.0125,"DRY WEIGHT NON RM",0.688326208484051,222.173375607019
"Dublin","3","Control","C3","8",8,"Dublin3",49.535,38.0125,"DRY WEIGHT NON RM",1.30312397237751,222.173375607019
"Dublin","3","Control","C4","8",8,"Dublin3",39.145,38.0125,"DRY WEIGHT NON RM",1.02979283130549,222.173375607019
"Dublin","4","Drought","D1","8",8,"Dublin4",11.895,13.5975,"DRY WEIGHT NON RM",0.874793160507446,0
"Dublin","4","Drought","D2","8",8,"Dublin4",6.885,13.5975,"DRY WEIGHT NON RM",0.506343077771649,0
"Dublin","4","Drought","D3","8",8,"Dublin4",11.745,13.5975,"DRY WEIGHT NON RM",0.863761720904578,0
"Dublin","4","Drought","D4","8",8,"Dublin4",9.735,13.5975,"DRY WEIGHT NON RM",0.715940430226145,0
"Dublin","4","Control","C1","8",8,"Dublin4",16.775,13.5975,"DRY WEIGHT NON RM",1.23368266225409,225.163606643712
"Dublin","4","Control","C2","8",8,"Dublin4",13.565,13.5975,"DRY WEIGHT NON RM",0.997609854752712,225.163606643712
"Dublin","4","Control","C3","8",8,"Dublin4",14.355,13.5975,"DRY WEIGHT NON RM",1.05570876999448,225.163606643712
"Dublin","4","Control","C4","8",8,"Dublin4",9.695,13.5975,"DRY WEIGHT NON RM",0.712998712998713,225.163606643712
"Dublin","5","Drought","D1","8",8,"Dublin5",10.315,9.195,"DRY WEIGHT NON RM",1.12180532898314,0
"Dublin","5","Drought","D2","8",8,"Dublin5",4.125,9.195,"DRY WEIGHT NON RM",0.448613376835237,0
"Dublin","5","Drought","D3","8",8,"Dublin5",10.265,9.195,"DRY WEIGHT NON RM",1.11636759108211,0
"Dublin","5","Drought","D4","8",8,"Dublin5",20.365,9.195,"DRY WEIGHT NON RM",2.21479064709081,0
"Dublin","5","Control","C1","8",8,"Dublin5",11.965,9.195,"DRY WEIGHT NON RM",1.30125067971724,223.097031593336
"Dublin","5","Control","C2","8",8,"Dublin5",8.855,9.195,"DRY WEIGHT NON RM",0.963023382272974,223.097031593336
"Dublin","5","Control","C3","8",8,"Dublin5",7.325,9.195,"DRY WEIGHT NON RM",0.796628602501359,223.097031593336
"Dublin","5","Control","C4","8",8,"Dublin5",8.635,9.195,"DRY WEIGHT NON RM",0.939097335508428,223.097031593336
"Limerick","1","Drought","D1","8",8,"Limerick1",8.715,21.715,"DRY WEIGHT NON RM",0.401335482385448,0
"Limerick","1","Drought","D2","8",8,"Limerick1",8.935,21.715,"DRY WEIGHT NON RM",0.411466728068156,0
"Limerick","1","Drought","D3","8",8,"Limerick1",8.415,21.715,"DRY WEIGHT NON RM",0.387520147363574,0
"Limerick","1","Drought","D4","8",8,"Limerick1",6.685,21.715,"DRY WEIGHT NON RM",0.307851715404099,0
"Limerick","1","Control","C1","8",8,"Limerick1",14.675,21.715,"DRY WEIGHT NON RM",0.67580013815335,250.567164420965
"Limerick","1","Control","C2","8",8,"Limerick1",32.515,21.715,"DRY WEIGHT NON RM",1.49735206078747,250.567164420965
"Limerick","1","Control","C3","8",8,"Limerick1",19.135,21.715,"DRY WEIGHT NON RM",0.881188118811881,250.567164420965
"Limerick","1","Control","C4","8",8,"Limerick1",20.535,21.715,"DRY WEIGHT NON RM",0.945659682247294,250.567164420965
"Limerick","2","Drought","D1","8",8,"Limerick2",12.665,23.3425,"DRY WEIGHT NON RM",0.542572560779694,0
"Limerick","2","Drought","D2","8",8,"Limerick2",17.915,23.3425,"DRY WEIGHT NON RM",0.767484202634679,0
"Limerick","2","Drought","D3","8",8,"Limerick2",12.995,23.3425,"DRY WEIGHT NON RM",0.556709863982007,0
"Limerick","2","Drought","D4","8",8,"Limerick2",12.855,23.3425,"DRY WEIGHT NON RM",0.550712220199207,0
"Limerick","2","Control","C1","8",8,"Limerick2",33.945,23.3425,"DRY WEIGHT NON RM",1.45421441576524,208.654193879772
"Limerick","2","Control","C2","8",8,"Limerick2",18.535,23.3425,"DRY WEIGHT NON RM",0.794045196529935,208.654193879772
"Limerick","2","Control","C3","8",8,"Limerick2",20.145,23.3425,"DRY WEIGHT NON RM",0.86301810003213,208.654193879772
"Limerick","2","Control","C4","8",8,"Limerick2",20.745,23.3425,"DRY WEIGHT NON RM",0.8887222876727,208.654193879772
"Limerick","3","Drought","D1","8",8,"Limerick3",16.235,25.4925,"DRY WEIGHT NON RM",0.636853976659802,0
"Limerick","3","Drought","D2","8",8,"Limerick3",8.415,25.4925,"DRY WEIGHT NON RM",0.330097087378641,0
"Limerick","3","Drought","D3","8",8,"Limerick3",12.875,25.4925,"DRY WEIGHT NON RM",0.505050505050505,0
"Limerick","3","Drought","D4","8",8,"Limerick3",12.265,25.4925,"DRY WEIGHT NON RM",0.481121898597627,0
"Limerick","3","Control","C1","8",8,"Limerick3",32.955,25.4925,"DRY WEIGHT NON RM",1.29273315681083,217.370493412843
"Limerick","3","Control","C2","8",8,"Limerick3",21.595,25.4925,"DRY WEIGHT NON RM",0.847111895655585,217.370493412843
"Limerick","3","Control","C3","8",8,"Limerick3",29.085,25.4925,"DRY WEIGHT NON RM",1.14092380111798,217.370493412843
"Limerick","3","Control","C4","8",8,"Limerick3",18.335,25.4925,"DRY WEIGHT NON RM",0.719231146415612,217.370493412843
"Limerick","4","Drought","D1","8",8,"Limerick4",19.065,22.73,"DRY WEIGHT NON RM",0.838759348878135,0
"Limerick","4","Drought","D2","8",8,"Limerick4",20.015,22.73,"DRY WEIGHT NON RM",0.880554333479982,0
"Limerick","4","Drought","D3","8",8,"Limerick4",23.335,22.73,"DRY WEIGHT NON RM",1.02661680598328,0
"Limerick","4","Drought","D4","8",8,"Limerick4",29.025,22.73,"DRY WEIGHT NON RM",1.27694676638803,0
"Limerick","4","Control","C1","8",8,"Limerick4",23.255,22.73,"DRY WEIGHT NON RM",1.0230972283326,140.165778636836
"Limerick","4","Control","C2","8",8,"Limerick4",22.535,22.73,"DRY WEIGHT NON RM",0.991421029476463,140.165778636836
"Limerick","4","Control","C3","8",8,"Limerick4",23.995,22.73,"DRY WEIGHT NON RM",1.05565332160141,140.165778636836
"Limerick","4","Control","C4","8",8,"Limerick4",21.135,22.73,"DRY WEIGHT NON RM",0.929828420589529,140.165778636836
"Limerick","5","Drought","D1","8",8,"Limerick5",16.745,15.595,"DRY WEIGHT NON RM",1.07374158384097,0
"Limerick","5","Drought","D2","8",8,"Limerick5",10.495,15.595,"DRY WEIGHT NON RM",0.672972106444373,0
"Limerick","5","Drought","D3","8",8,"Limerick5",16.905,15.595,"DRY WEIGHT NON RM",1.08400128246233,0
"Limerick","5","Drought","D4","8",8,"Limerick5",14.755,15.595,"DRY WEIGHT NON RM",0.946136582237897,0
"Limerick","5","Control","C1","8",8,"Limerick5",18.165,15.595,"DRY WEIGHT NON RM",1.16479640910548,225.850073337518
"Limerick","5","Control","C2","8",8,"Limerick5",14.045,15.595,"DRY WEIGHT NON RM",0.900609169605643,225.850073337518
"Limerick","5","Control","C3","8",8,"Limerick5",17.805,15.595,"DRY WEIGHT NON RM",1.14171208720744,225.850073337518
"Limerick","5","Control","C4","8",8,"Limerick5",12.365,15.595,"DRY WEIGHT NON RM",0.792882334081436,225.850073337518
"Cork","1","Drought","D1","8",8,"Cork1",7.585,16.405,"DRY WEIGHT NON RM",0.462359036879,0
"Cork","1","Drought","D2","8",8,"Cork1",6.305,16.405,"DRY WEIGHT NON RM",0.384334044498628,0
"Cork","1","Drought","D3","8",8,"Cork1",6.205,16.405,"DRY WEIGHT NON RM",0.378238341968912,0
"Cork","1","Drought","D4","8",8,"Cork1",8.925,16.405,"DRY WEIGHT NON RM",0.544041450777202,0
"Cork","1","Control","C1","8",8,"Cork1",16.515,16.405,"DRY WEIGHT NON RM",1.00670527278269,216.154336452734
"Cork","1","Control","C2","8",8,"Cork1",18.715,16.405,"DRY WEIGHT NON RM",1.14081072843645,216.154336452734
"Cork","1","Control","C3","8",8,"Cork1",12.205,16.405,"DRY WEIGHT NON RM",0.743980493751905,216.154336452734
"Cork","1","Control","C4","8",8,"Cork1",18.185,16.405,"DRY WEIGHT NON RM",1.10850350502895,216.154336452734
"Cork","2","Drought","D1","8",8,"Cork2",12.015,16.2575,"DRY WEIGHT NON RM",0.739043518376134,0
"Cork","2","Drought","D2","8",8,"Cork2",15.175,16.2575,"DRY WEIGHT NON RM",0.933415346763033,0
"Cork","2","Drought","D3","8",8,"Cork2",20.295,16.2575,"DRY WEIGHT NON RM",1.24834691680763,0
"Cork","2","Drought","D4","8",8,"Cork2",11.845,16.2575,"DRY WEIGHT NON RM",0.728586806089497,0
"Cork","2","Control","C1","8",8,"Cork2",16.835,16.2575,"DRY WEIGHT NON RM",1.03552206673843,237.951861379492
"Cork","2","Control","C2","8",8,"Cork2",13.255,16.2575,"DRY WEIGHT NON RM",0.815316007996309,237.951861379492
"Cork","2","Control","C3","8",8,"Cork2",21.965,16.2575,"DRY WEIGHT NON RM",1.35106873750577,237.951861379492
"Cork","2","Control","C4","8",8,"Cork2",12.975,16.2575,"DRY WEIGHT NON RM",0.798093187759496,237.951861379492
"Cork","3","Drought","D1","8",8,"Cork3",8.125,11.665,"DRY WEIGHT NON RM",0.696528075439348,0
"Cork","3","Drought","D2","8",8,"Cork3",6.495,11.665,"DRY WEIGHT NON RM",0.55679382768967,0
"Cork","3","Drought","D3","8",8,"Cork3",6.055,11.665,"DRY WEIGHT NON RM",0.519074153450493,0
"Cork","3","Drought","D4","8",8,"Cork3",5.285,11.665,"DRY WEIGHT NON RM",0.453064723531933,0
"Cork","3","Control","C1","8",8,"Cork3",13.685,11.665,"DRY WEIGHT NON RM",1.17316759537077,207.805730341574
"Cork","3","Control","C2","8",8,"Cork3",7.985,11.665,"DRY WEIGHT NON RM",0.684526360908701,207.805730341574
"Cork","3","Control","C3","8",8,"Cork3",9.635,11.665,"DRY WEIGHT NON RM",0.825975139305615,207.805730341574
"Cork","3","Control","C4","8",8,"Cork3",15.355,11.665,"DRY WEIGHT NON RM",1.31633090441492,207.805730341574
"Cork","4","Drought","D1","8",8,"Cork4",19.655,17.44,"DRY WEIGHT NON RM",1.12700688073395,0
"Cork","4","Drought","D2","8",8,"Cork4",15.175,17.44,"DRY WEIGHT NON RM",0.870126146788991,0
"Cork","4","Drought","D3","8",8,"Cork4",13.785,17.44,"DRY WEIGHT NON RM",0.790424311926606,0
"Cork","4","Drought","D4","8",8,"Cork4",18.815,17.44,"DRY WEIGHT NON RM",1.07884174311927,0
"Cork","4","Control","C1","8",8,"Cork4",19.015,17.44,"DRY WEIGHT NON RM",1.09030963302752,210.081005096635
"Cork","4","Control","C2","8",8,"Cork4",15.285,17.44,"DRY WEIGHT NON RM",0.876433486238532,210.081005096635
"Cork","4","Control","C3","8",8,"Cork4",17.005,17.44,"DRY WEIGHT NON RM",0.975057339449541,210.081005096635
"Cork","4","Control","C4","8",8,"Cork4",18.455,17.44,"DRY WEIGHT NON RM",1.0581995412844,210.081005096635
"Cork","5","Drought","D1","8",8,"Cork5",17.845,23.64,"DRY WEIGHT NON RM",0.754864636209814,0
"Cork","5","Drought","D2","8",8,"Cork5",18.515,23.64,"DRY WEIGHT NON RM",0.783206429780034,0
"Cork","5","Drought","D3","8",8,"Cork5",26.165,23.64,"DRY WEIGHT NON RM",1.10681049069374,0
"Cork","5","Drought","D4","8",8,"Cork5",22.165,23.64,"DRY WEIGHT NON RM",0.937605752961083,0
"Cork","5","Control","C1","8",8,"Cork5",21.995,23.64,"DRY WEIGHT NON RM",0.930414551607445,203.502231120585
"Cork","5","Control","C2","8",8,"Cork5",23.015,23.64,"DRY WEIGHT NON RM",0.973561759729272,203.502231120585
"Cork","5","Control","C3","8",8,"Cork5",29.235,23.64,"DRY WEIGHT NON RM",1.23667512690355,203.502231120585
"Cork","5","Control","C4","8",8,"Cork5",20.315,23.64,"DRY WEIGHT NON RM",0.859348561759729,203.502231120585
"Border","1","Drought","D1","16",16,"Border1",16.215,21.5575,"DRY WEIGHT NON RM",0.752174417256175,0
"Border","1","Drought","D2","16",16,"Border1",17.735,21.5575,"DRY WEIGHT NON RM",0.822683520816421,0
"Border","1","Drought","D3","16",16,"Border1",22.165,21.5575,"DRY WEIGHT NON RM",1.02818044764003,0
"Border","1","Drought","D4","16",16,"Border1",7.525,21.5575,"DRY WEIGHT NON RM",0.349066450191349,0
"Border","1","Control","C1","16",16,"Border1",20.525,21.5575,"DRY WEIGHT NON RM",0.952104835903978,185.780075549534
"Border","1","Control","C2","16",16,"Border1",25.565,21.5575,"DRY WEIGHT NON RM",1.18589817928795,185.780075549534
"Border","1","Control","C3","16",16,"Border1",20.485,21.5575,"DRY WEIGHT NON RM",0.950249333178708,185.780075549534
"Border","1","Control","C4","16",16,"Border1",19.655,21.5575,"DRY WEIGHT NON RM",0.911747651629363,185.780075549534
"Border","2","Drought","D1","16",16,"Border2",13.495,20.8875,"DRY WEIGHT NON RM",0.646080191502095,0
"Border","2","Drought","D2","16",16,"Border2",15.465,20.8875,"DRY WEIGHT NON RM",0.740394973070018,0
"Border","2","Drought","D3","16",16,"Border2",22.095,20.8875,"DRY WEIGHT NON RM",1.05780969479354,0
"Border","2","Drought","D4","16",16,"Border2",9.285,20.8875,"DRY WEIGHT NON RM",0.444524236983842,0
"Border","2","Control","C1","16",16,"Border2",22.535,20.8875,"DRY WEIGHT NON RM",1.07887492519449,188.335896968578
"Border","2","Control","C2","16",16,"Border2",22.335,20.8875,"DRY WEIGHT NON RM",1.06929982046679,188.335896968578
"Border","2","Control","C3","16",16,"Border2",25.065,20.8875,"DRY WEIGHT NON RM",1.2,188.335896968578
"Border","2","Control","C4","16",16,"Border2",13.615,20.8875,"DRY WEIGHT NON RM",0.651825254338719,188.335896968578
"Border","3","Drought","D1","16",16,"Border3",14.045,28.8575,"DRY WEIGHT NON RM",0.486701897253747,0
"Border","3","Drought","D2","16",16,"Border3",13.525,28.8575,"DRY WEIGHT NON RM",0.46868231828814,0
"Border","3","Drought","D3","16",16,"Border3",18.065,28.8575,"DRY WEIGHT NON RM",0.626007103872477,0
"Border","3","Drought","D4","16",16,"Border3",11.325,28.8575,"DRY WEIGHT NON RM",0.392445638049034,0
"Border","3","Control","C1","16",16,"Border3",34.245,28.8575,"DRY WEIGHT NON RM",1.18669323399463,199.039627553407
"Border","3","Control","C2","16",16,"Border3",28.425,28.8575,"DRY WEIGHT NON RM",0.985012561725721,199.039627553407
"Border","3","Control","C3","16",16,"Border3",25.095,28.8575,"DRY WEIGHT NON RM",0.869617950272893,199.039627553407
"Border","3","Control","C4","16",16,"Border3",27.665,28.8575,"DRY WEIGHT NON RM",0.958676254006757,199.039627553407
"Border","4","Drought","D1","16",16,"Border4",19.615,22.0075,"DRY WEIGHT NON RM",0.891287061229126,0
"Border","4","Drought","D2","16",16,"Border4",16.805,22.0075,"DRY WEIGHT NON RM",0.763603317051005,0
"Border","4","Drought","D3","16",16,"Border4",15.555,22.0075,"DRY WEIGHT NON RM",0.706804498466432,0
"Border","4","Drought","D4","16",16,"Border4",41.645,22.0075,"DRY WEIGHT NON RM",1.89230943996365,0
"Border","4","Control","C1","16",16,"Border4",18.725,22.0075,"DRY WEIGHT NON RM",0.85084630239691,216.97160530095
"Border","4","Control","C2","16",16,"Border4",19.625,22.0075,"DRY WEIGHT NON RM",0.891741451777803,216.97160530095
"Border","4","Control","C3","16",16,"Border4",30.345,22.0075,"DRY WEIGHT NON RM",1.3788481199591,216.97160530095
"Border","4","Control","C4","16",16,"Border4",19.335,22.0075,"DRY WEIGHT NON RM",0.878564125866182,216.97160530095
"Border","5","Drought","D1","16",16,"Border5",15.085,41.89,"DRY WEIGHT NON RM",0.360109811410838,0
"Border","5","Drought","D2","16",16,"Border5",14.175,41.89,"DRY WEIGHT NON RM",0.338386249701599,0
"Border","5","Drought","D3","16",16,"Border5",24.615,41.89,"DRY WEIGHT NON RM",0.587610408211984,0
"Border","5","Drought","D4","16",16,"Border5",9.925,41.89,"DRY WEIGHT NON RM",0.236930054905705,0
"Border","5","Control","C1","16",16,"Border5",39.465,41.89,"DRY WEIGHT NON RM",0.942110288851755,195.046963216353
"Border","5","Control","C2","16",16,"Border5",63.375,41.89,"DRY WEIGHT NON RM",1.51289090475054,195.046963216353
"Border","5","Control","C3","16",16,"Border5",42.165,41.89,"DRY WEIGHT NON RM",1.00656481260444,195.046963216353
"Border","5","Control","C4","16",16,"Border5",22.555,41.89,"DRY WEIGHT NON RM",0.538433993793268,195.046963216353
"Dublin","1","Drought","D1","16",16,"Dublin1",20.325,31.5325,"DRY WEIGHT NON RM",0.644573059541743,0
"Dublin","1","Drought","D2","16",16,"Dublin1",13.955,31.5325,"DRY WEIGHT NON RM",0.442559264251169,0
"Dublin","1","Drought","D3","16",16,"Dublin1",21.215,31.5325,"DRY WEIGHT NON RM",0.67279790692143,0
"Dublin","1","Drought","D4","16",16,"Dublin1",16.035,31.5325,"DRY WEIGHT NON RM",0.508522952509316,0
"Dublin","1","Control","C1","16",16,"Dublin1",29.545,31.5325,"DRY WEIGHT NON RM",0.936969793070642,177.287943840308
"Dublin","1","Control","C2","16",16,"Dublin1",38.305,31.5325,"DRY WEIGHT NON RM",1.21477840323476,177.287943840308
"Dublin","1","Control","C3","16",16,"Dublin1",20.475,31.5325,"DRY WEIGHT NON RM",0.649330056291128,177.287943840308
"Dublin","1","Control","C4","16",16,"Dublin1",37.805,31.5325,"DRY WEIGHT NON RM",1.19892174740347,177.287943840308
"Dublin","2","Drought","D1","16",16,"Dublin2",16.525,34.08125,"DRY WEIGHT NON RM",0.484870713368788,0
"Dublin","2","Drought","D2","16",16,"Dublin2",27.915,34.08125,"DRY WEIGHT NON RM",0.819072070419952,0
"Dublin","2","Drought","D3","16",16,"Dublin2",18.655,34.08125,"DRY WEIGHT NON RM",0.547368421052632,0
"Dublin","2","Drought","D4","16",16,"Dublin2",19.775,34.08125,"DRY WEIGHT NON RM",0.580231065468549,0
"Dublin","2","Control","C1","16",16,"Dublin2",18.27,34.08125,"DRY WEIGHT NON RM",0.53607188703466,224.530735493088
"Dublin","2","Control","C2","16",16,"Dublin2",40.695,34.08125,"DRY WEIGHT NON RM",1.19405831652301,224.530735493088
"Dublin","2","Control","C3","16",16,"Dublin2",31.775,34.08125,"DRY WEIGHT NON RM",0.932330827067669,224.530735493088
"Dublin","2","Control","C4","16",16,"Dublin2",45.585,34.08125,"DRY WEIGHT NON RM",1.33753896937466,224.530735493088
"Dublin","3","Drought","D1","16",16,"Dublin3",17.455,41.59875,"DRY WEIGHT NON RM",0.419603954445747,0
"Dublin","3","Drought","D2","16",16,"Dublin3",24.165,41.59875,"DRY WEIGHT NON RM",0.580906878211485,0
"Dublin","3","Drought","D3","16",16,"Dublin3",21.375,41.59875,"DRY WEIGHT NON RM",0.513837555215001,0
"Dublin","3","Drought","D4","16",16,"Dublin3",19.035,41.59875,"DRY WEIGHT NON RM",0.457585864959885,0
"Dublin","3","Control","C1","16",16,"Dublin3",40.7,41.59875,"DRY WEIGHT NON RM",0.9783947834971,222.173375607019
"Dublin","3","Control","C2","16",16,"Dublin3",43.815,41.59875,"DRY WEIGHT NON RM",1.05327684125124,222.173375607019
"Dublin","3","Control","C3","16",16,"Dublin3",39.05,41.59875,"DRY WEIGHT NON RM",0.938730130112083,222.173375607019
"Dublin","3","Control","C4","16",16,"Dublin3",42.83,41.59875,"DRY WEIGHT NON RM",1.02959824513958,222.173375607019
"Dublin","4","Drought","D1","16",16,"Dublin4",9.195,19.775,"DRY WEIGHT NON RM",0.464981036662453,0
"Dublin","4","Drought","D2","16",16,"Dublin4",10.165,19.775,"DRY WEIGHT NON RM",0.514032869785082,0
"Dublin","4","Drought","D3","16",16,"Dublin4",14.325,19.775,"DRY WEIGHT NON RM",0.724399494310999,0
"Dublin","4","Drought","D4","16",16,"Dublin4",8.325,19.775,"DRY WEIGHT NON RM",0.420986093552465,0
"Dublin","4","Control","C1","16",16,"Dublin4",22.68,19.775,"DRY WEIGHT NON RM",1.14690265486726,225.163606643712
"Dublin","4","Control","C2","16",16,"Dublin4",23.925,19.775,"DRY WEIGHT NON RM",1.20986093552465,225.163606643712
"Dublin","4","Control","C3","16",16,"Dublin4",18.09,19.775,"DRY WEIGHT NON RM",0.914791403286979,225.163606643712
"Dublin","4","Control","C4","16",16,"Dublin4",14.405,19.775,"DRY WEIGHT NON RM",0.728445006321113,225.163606643712
"Dublin","5","Drought","D1","16",16,"Dublin5",15.265,17.1225,"DRY WEIGHT NON RM",0.89151700978245,0
"Dublin","5","Drought","D2","16",16,"Dublin5",1.925,17.1225,"DRY WEIGHT NON RM",0.112425171557892,0
"Dublin","5","Drought","D3","16",16,"Dublin5",19.665,17.1225,"DRY WEIGHT NON RM",1.1484888304862,0
"Dublin","5","Drought","D4","16",16,"Dublin5",12.895,17.1225,"DRY WEIGHT NON RM",0.753102642721565,0
"Dublin","5","Control","C1","16",16,"Dublin5",22.695,17.1225,"DRY WEIGHT NON RM",1.32544897065265,223.097031593336
"Dublin","5","Control","C2","16",16,"Dublin5",15.515,17.1225,"DRY WEIGHT NON RM",0.906117681413345,223.097031593336
"Dublin","5","Control","C3","16",16,"Dublin5",15.625,17.1225,"DRY WEIGHT NON RM",0.912541976930939,223.097031593336
"Dublin","5","Control","C4","16",16,"Dublin5",14.655,17.1225,"DRY WEIGHT NON RM",0.855891371003066,223.097031593336
"Limerick","1","Drought","D1","16",16,"Limerick1",9.855,21.3475,"DRY WEIGHT NON RM",0.461646562829371,0
"Limerick","1","Drought","D2","16",16,"Limerick1",23.695,21.3475,"DRY WEIGHT NON RM",1.10996603817777,0
"Limerick","1","Drought","D3","16",16,"Limerick1",9.335,21.3475,"DRY WEIGHT NON RM",0.437287738611079,0
